,ServiceNo,BusStopCode,Direction
0,903,46009,1
1,903,46271,1
2,903,46301,1
3,903,46311,1
4,903,46249,1
5,903,46179,1
6,903,46169,1
7,903,46159,1
8,903,46149,1
9,903,46119,1
10,903,46069,1
11,903,46088,1
12,903,46111,1
13,903,46141,1
14,903,46151,1
15,903,46161,1
16,903,46171,1
17,903,46241,1
18,903,46319,1
19,903,46309,1
20,903,46279,1
21,903,46009,1
