46009,1.437138586422345,103.78574672703348
46271,1.4405628806333113,103.78587826936202
46301,1.4452176512794261,103.78322801082902
46311,1.4425447793955815,103.78045632883554
46249,1.4422955893120668,103.77883325622803
46179,1.4441389560262787,103.77789691990981
46169,1.4454844338793662,103.77531347041983
46159,1.44577934207587,103.77345409226047
46149,1.4438841347039217,103.77389255573239
46119,1.4412724095707676,103.77248980970292
46069,1.442951733075198,103.76932778271767
46088,1.442125834912466,103.77105676737459
46111,1.4415686840956885,103.7737699115535
46141,1.443837807556249,103.7733641403893
46151,1.4460426838989713,103.77341483200456
46161,1.4456700860042235,103.77557341132534
46171,1.4443435075081688,103.77794635203139
46241,1.4423315518134823,103.77891783607046
46319,1.4425366839900668,103.78032818271772
46309,1.443363056735996,103.78251480970296
46279,1.440445233324986,103.78687080970295
46009,1.437138586422345,103.78574672703348
